GUID,SCIENTIFIC_NAME,OTHERCATALOGNUMBERS,COORDINATEUNCERTAINTYINMETERS,COUNTRY,STATE_PROV,ELEVATION,SPEC_LOCALITY,VERBATIM_DATE,PARTS,DEC_LAT,DEC_LONG,SEX,ERA
MVZ:Mamm:207240,Tamias speciosus frater,collector number=21095,251,United States,California,2587.4472,"0.9 mi W Porcupine Flat on Hwy. 120, Yosemite National Park",22-Jun-04,skull; tissue (frozen); baculum; tissue (95% ethanol); DNA (frozen); study skin,37.81435,-119.57728,male,M
MVZ:Mamm:207263,Tamias speciosus frater,collector number=21251,251,United States,California,3160.4712,"E end Fletcher Lake, Yosemite National Park",13-Jul-04,skull; postcranial skeleton; DNA; tissue (95% ethanol),37.79778,-119.33617,female,M
MVZ:Mamm:207266,Tamias speciosus frater,collector number=21333,251,United States,California,2266.188,"1 mi E Merced Lake, Yosemite National Park",21-Jul-04,skull; baculum; tissue (95% ethanol); study skin; DNA (frozen),37.74036,-119.39641,male,M
MVZ:Mamm:202726,Tamias speciosus frater,collector number=20062-D,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75139,-119.79149,not recorded,M
MVZ:Mamm:202718,Tamias speciosus frater,collector number=20035-D,230,United States,California,1886.4072,"Crane Flat, Yosemite National Park",8-Jun-03,tissue (frozen); whole organism (frozen),37.75515,-119.80015,not recorded,M
MVZ:Mamm:202723,Tamias speciosus frater,collector number=20062-A,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75139,-119.79149,not recorded,M
MVZ:Mamm:220083,Tamias speciosus frater,collector number=23577,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",8-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:220065,Tamias speciosus frater,collector number=23505,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",2-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:220031,Tamias speciosus frater,collector number=23436,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:216341,Tamias speciosus frater,collector number=22377,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",3-Aug-05,skull; study skin; tissue (95% ethanol),37.88325,-119.3605,male,M
MVZ:Mamm:216344,Tamias speciosus frater,collector number=22381,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",4-Aug-05,skull; tissue (95% ethanol); baculum; study skin,37.88325,-119.3605,male,M
MVZ:Mamm:216346,Tamias speciosus frater,collector number=22383,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",4-Aug-05,skull; tissue (95% ethanol); study skin,37.88325,-119.3605,female,M
MVZ:Mamm:202743,Tamias speciosus frater,collector number=24-C,105,United States,California,1900,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:202745,Tamias speciosus frater,collector number=24-E,105,United States,California,1900,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:201459,Tamias speciosus frater,collector number=20076,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",10-Jun-03,skull; tissue (frozen); DNA; tissue (95% ethanol); baculum; study skin,37.75139,-119.79149,male,M
MVZ:Mamm:201472,Tamias speciosus frater,collector number=20126,230,United States,California,2106.168,"3 mi E (by road) Crane Flat, Yosemite National Park",15-Jun-03,skull; tissue (frozen); study skin; tissue (95% ethanol),37.75775,-119.7699,male,M
MVZ:Mamm:201482,Tamias speciosus frater,collector number=20139,230,United States,California,2350.008,"S end Pothole Meadows, Yosemite National Park",8-Jul-03,skull; tissue (frozen); DNA (frozen); tissue (95% ethanol); study skin; tissue (95% ethanol) sample,37.69924,-119.58647,male,M
MVZ:Mamm:201484,Tamias speciosus frater,collector number=20141,230,United States,California,2350.008,"S end Pothole Meadows, Yosemite National Park",8-Jul-03,skull; tissue (frozen); tissue (95% ethanol); study skin; tissue (95% ethanol) sample,37.69924,-119.58647,male,M
MVZ:Mamm:201496,Tamias speciosus frater,collector number=20244,230,United States,California,2983.3824,"upper Lyell Canyon, Yosemite National Park",23-Jul-03,skull; DNA (frozen); baculum; study skin; tissue (95% ethanol),37.77819,-119.26115,male,M
MVZ:Mamm:201562,Tamias speciosus frater,collector number=20461,230,United States,California,2496.312,"McGee Lake, Yosemite National Park",12-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.9007,-119.43205,male,M
MVZ:Mamm:216327,Tamias speciosus frater,collector number=1779,306,United States,California,2878.5312,"Dorothy Lake, Yosemite National Park",16-Aug-05,skull; study skin; tissue (95% ethanol),38.17609,-119.59468,female,M
MVZ:Mamm:201537,Tamias speciosus frater,collector number=20391,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,male,M
MVZ:Mamm:201517,Tamias speciosus frater,collector number=20345,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",5-Aug-03,skull; tissue (95% ethanol); study skin; tissue (95% ethanol) sample,37.91355,-119.42225,female,M
MVZ:Mamm:201539,Tamias speciosus frater,collector number=20393,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol); DNA (frozen),37.91355,-119.42225,female,M
MVZ:Mamm:202753,Tamias speciosus frater,collector number=20078-C,208,United States,California,1899,"Crane Flat Campground, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.74597,-119.7993,not recorded,M
MVZ:Mamm:216336,Tamias speciosus frater,collector number=22368,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",1-Aug-05,skull; study skin; tissue (95% ethanol),37.88325,-119.3605,female,M
MVZ:Mamm:202727,Tamias speciosus frater,collector number=41-A,105,United States,California,1900,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:201529,Tamias speciosus frater,collector number=20374,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; study skin; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:207285,Tamias speciosus frater,collector number=189,201,United States,California,2012.8992,"Tamarack Flat, Yosemite National Park",7-Aug-04,skull; tissue (frozen); study skin,37.75456,-119.74298,female,M
MVZ:Mamm:220077,Tamias speciosus frater,collector number=23565,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",6-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:207276,Tamias speciosus frater,collector number=173,151,United States,California,2204.9232,"Merced Lake, Yosemite National Park",26-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.7409,-119.40804,male,M
MVZ:Mamm:207248,Tamias speciosus frater,collector number=21152,251,United States,California,2570.6832,"Old Tioga Mine Rd., Yosemite National Park",26-Jun-04,skull; tissue (frozen); tissue (95% ethanol); DNA; study skin,37.84631,-119.63327,female,M
MVZ:Mamm:207264,Tamias speciosus frater,collector number=21318,251,United States,California,2266.188,"1 mi E Merced Lake, Yosemite National Park",21-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.74036,-119.39641,female,M
MVZ:Mamm:207238,Tamias speciosus frater,collector number=216,251,United States,California,2484.12,"Porcupine Flat, Yosemite National Park",21-Jun-04,skull; tissue (frozen); DNA; baculum; study skin,37.80759,-119.56455,male,M
MVZ:Mamm:222216,Tamias speciosus frater,collector number=104,,United States,California,3252.216,Mono Pass,23-Jul-08,skull; tissue (95% ethanol); study skin,37.85461,-119.21362,female,M
MVZ:Mamm:222211,Tamias speciosus frater,collector number=24306,,United States,California,3252.216,Mono Pass,25-Jul-08,skull; tissue (95% ethanol); baculum; study skin,37.85461,-119.21362,male,M
MVZ:Mamm:220076,Tamias speciosus frater,collector number=23564,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",6-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:220070,Tamias speciosus frater,collector number=23519,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",3-Aug-07,skull; tissue (95% ethanol); study skin,37.64537,-119.41978,female,M
MVZ:Mamm:202749,Tamias speciosus frater,collector number=27-D,57,United States,California,,"Crane Flat, Yosemite National Park",12-Jun-03,tissue (frozen); whole organism (frozen),37.74995,-119.79336,not recorded,M
MVZ:Mamm:201536,Tamias speciosus frater,collector number=20390,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,male,M
MVZ:Mamm:220061,Tamias speciosus frater,collector number=23476,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:202728,Tamias speciosus frater,collector number=41-B,105,United States,California,1900,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:207269,Tamias speciosus frater,collector number=21336,251,United States,California,2266.188,"1 mi E Merced Lake, Yosemite National Park",21-Jul-04,skull; baculum; DNA; study skin; tissue (95% ethanol),37.74036,-119.39641,male,M
MVZ:Mamm:207227,Tamias speciosus frater,collector number=1482,201,United States,California,2012.8992,"Tamarack Flat, Yosemite National Park",8-Aug-04,skull; postcranial skeleton; tissue (frozen); baculum,37.75456,-119.74298,male,M
MVZ:Mamm:207277,Tamias speciosus frater,collector number=176,101,United States,California,2199.4368,"Merced Lake, Yosemite National Park",26-Jul-04,skull; baculum; DNA; study skin; tissue (95% ethanol),37.74069,-119.41023,male,M
MVZ:Mamm:207280,Tamias speciosus frater,collector number=180,101,United States,California,2199.4368,"Merced Lake, Yosemite National Park",27-Jul-04,skull; study skin; DNA; tissue (95% ethanol); tissue (95% ethanol) sample,37.74051,-119.41345,female,M
MVZ:Mamm:207233,Tamias speciosus frater,collector number=21083,251,United States,California,2484.12,"White Wolf entrance, Yosemite National Park",21-Jun-04,skull; tissue (frozen); DNA (frozen); tissue (95% ethanol); baculum; study skin,37.85723,-119.64744,male,M
MVZ:Mamm:207241,Tamias speciosus frater,collector number=21108,251,United States,California,2587.4472,"0.9 mi W Porcupine Flat on Hwy. 120, Yosemite National Park",23-Jun-04,skull; tissue (frozen); DNA (frozen); tissue (95% ethanol); study skin,37.81435,-119.57728,female,M
MVZ:Mamm:207244,Tamias speciosus frater,collector number=80,251,United States,California,2397.252,"Old Tioga Mine Rd., Yosemite National Park",26-Jun-04,skull; tissue (frozen); study skin,37.84469,-119.61269,female,M
MVZ:Mamm:207246,Tamias speciosus frater,collector number=21148,251,United States,California,2570.6832,"Old Tioga Mine Rd., Yosemite National Park",26-Jun-04,skull; tissue (frozen); study skin; tissue (95% ethanol),37.84631,-119.63327,male,M
MVZ:Mamm:207258,Tamias speciosus frater,collector number=261,201,United States,California,2164.08,"Lehamite Creek, Yosemite National Park",30-Jun-04,skull; tissue (frozen); study skin,37.77441,-119.56924,female,M
MVZ:Mamm:202729,Tamias speciosus frater,collector number=41-C,105,United States,California,1900,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:222212,Tamias speciosus frater,collector number=24325,,United States,California,3269.5896,"north slope Mono Pass, Yosemite National Park",29-Jul-08,skull; tissue (95% ethanol); baculum; study skin,37.85794,-119.21818,male,M
MVZ:Mamm:222214,Tamias speciosus frater,collector number=24332,,United States,California,3054.096,"Middle Young Lake, Yosemite National Park",5-Aug-08,tissue (95% ethanol); study skin; baculum,37.93876,-119.34047,male,M
MVZ:Mamm:220027,Tamias speciosus frater,collector number=23424,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",21-Jul-07,skull; tissue (95% ethanol); baculum; study skin,37.84117,-119.41206,male,M
MVZ:Mamm:220082,Tamias speciosus frater,collector number=23574,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",7-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:220035,Tamias speciosus frater,collector number=23440,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:216351,Tamias speciosus frater,collector number=22330,,United States,California,3013.8624,"Upper Return Creek, Virginia Canyon, Yosemite National Park",25-Jul-05,skull; baculum; tissue (95% ethanol); study skin; DNA (frozen),38.06129,-119.33899,male,M
MVZ:Mamm:202741,Tamias speciosus frater,collector number=24-A,105,United States,California,1900,"Crane Flat, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:202754,Tamias speciosus frater,collector number=20078-D,208,United States,California,1899,"Crane Flat Campground, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.74597,-119.7993,not recorded,M
MVZ:Mamm:216337,Tamias speciosus frater,collector number=22369,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",2-Aug-05,skull; study skin; tissue (95% ethanol),37.88325,-119.3605,male,M
MVZ:Mamm:201455,Tamias speciosus frater,collector number=20068,230,United States,California,1886.4072,"Crane Flat, Yosemite National Park",10-Jun-03,skull; tissue (frozen); study skin; baculum; tissue (95% ethanol); DNA; tissue (95% ethanol) sample,37.75515,-119.80015,male,M
MVZ:Mamm:201467,Tamias speciosus frater,collector number=20078,208,United States,California,1899,"Crane Flat Campground, Yosemite National Park",10-Jun-03,skull; tissue (frozen); study skin; tissue (95% ethanol); DNA; embryo (frozen); embryo (frozen),37.74597,-119.7993,female,M
MVZ:Mamm:201470,Tamias speciosus frater,collector number=20110,230,United States,California,2106.168,"3 mi E (by road) Crane Flat, Yosemite National Park",13-Jun-03,tissue (frozen); DNA (frozen); whole organism (ethanol); tissue (95% ethanol); tissue (95% ethanol) sample,37.75775,-119.7699,male,M
MVZ:Mamm:201498,Tamias speciosus frater,collector number=20255,230,United States,California,2983.3824,"upper Lyell Canyon, Yosemite National Park",24-Jul-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.77819,-119.26115,female,M
MVZ:Mamm:201450,Tamias speciosus frater,collector number=20034,230,United States,California,1886.4072,"Crane Flat, Yosemite National Park",8-Jun-03,skull; tissue (frozen); study skin; DNA (frozen); tissue (95% ethanol); baculum; tissue (95% ethanol) sample,37.75515,-119.80015,male,M
MVZ:Mamm:201544,Tamias speciosus frater,collector number=20398,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:201500,Tamias speciosus frater,collector number=20272,230,United States,California,2983.3824,"upper Lyell Canyon, Yosemite National Park",25-Jul-03,skull; baculum; DNA; study skin; tissue (95% ethanol),37.77819,-119.26115,male,M
MVZ:Mamm:201528,Tamias speciosus frater,collector number=20373,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.91355,-119.42225,female,M
MVZ:Mamm:201531,Tamias speciosus frater,collector number=20380,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; tissue (95% ethanol); study skin,37.91355,-119.42225,female,M
MVZ:Mamm:201532,Tamias speciosus frater,collector number=20381,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; DNA (frozen); tissue (95% ethanol); study skin,37.91355,-119.42225,female,M
MVZ:Mamm:201516,Tamias speciosus frater,collector number=20344,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",5-Aug-03,skull; tissue (95% ethanol); study skin; DNA (frozen); tissue (95% ethanol) sample,37.91355,-119.42225,female,M
MVZ:Mamm:201541,Tamias speciosus frater,collector number=20395,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,male,M
MVZ:Mamm:216329,Tamias speciosus frater,collector number=1784,306,United States,California,2878.5312,"Dorothy Lake, Yosemite National Park",17-Aug-05,skull; tissue (95% ethanol); baculum; study skin,38.17609,-119.59468,male,M
MVZ:Mamm:207249,Tamias speciosus frater,collector number=21153,251,United States,California,2570.6832,"Old Tioga Mine Rd., Yosemite National Park",26-Jun-04,skull; tissue (frozen); study skin; tissue (95% ethanol),37.84631,-119.63327,female,M
MVZ:Mamm:207267,Tamias speciosus frater,collector number=21334,251,United States,California,2266.188,"1 mi E Merced Lake, Yosemite National Park",21-Jul-04,skull; baculum; tissue (95% ethanol); baculum; study skin; DNA (frozen),37.74036,-119.39641,male,M
MVZ:Mamm:201550,Tamias speciosus frater,collector number=20432,230,United States,California,2491.74,"Glen Aulin, Yosemite National Park",8-Aug-03,skull; tissue (95% ethanol); study skin; tissue (95% ethanol) sample,37.91586,-119.41385,male,M
MVZ:Mamm:216324,Tamias speciosus frater,collector number=1707,207,United States,California,1898,"Crane Flat, Yosemite National Park",27-May-05,skull; tissue (frozen); DNA; baculum; study skin,37.75817,-119.80033,male,M
MVZ:Mamm:201553,Tamias speciosus frater,collector number=20444,230,United States,California,2491.74,"Glen Aulin, Yosemite National Park",10-Aug-03,skull; tissue (95% ethanol); study skin; tissue (95% ethanol) sample,37.91586,-119.41385,female,M
MVZ:Mamm:201469,Tamias speciosus frater,collector number=20109,230,United States,California,2106.168,"3 mi E (by road) Crane Flat, Yosemite National Park",13-Jun-03,tissue (frozen); tissue (frozen) sample; tissue (95% ethanol); whole organism (ethanol); DNA (frozen),37.75775,-119.7699,male,M
MVZ:Mamm:201546,Tamias speciosus frater,collector number=20407,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",7-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:201514,Tamias speciosus frater,collector number=20342,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",5-Aug-03,skull; DNA (frozen); baculum; study skin; tissue (95% ethanol),37.91355,-119.42225,male,M
MVZ:Mamm:202721,Tamias speciosus frater,collector number=20061-A,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75139,-119.79149,not recorded,M
MVZ:Mamm:207222,Tamias speciosus frater,collector number=1472,201,United States,California,2012.8992,"Tamarack Flat, Yosemite National Park",8-Aug-04,skull; tissue (frozen); study skin; baculum,37.75456,-119.74298,male,M
MVZ:Mamm:207245,Tamias speciosus frater,collector number=21147,251,United States,California,2570.6832,"Old Tioga Mine Rd., Yosemite National Park",26-Jun-04,skull; tissue (frozen); tissue (95% ethanol); DNA; study skin,37.84631,-119.63327,male,M
MVZ:Mamm:202716,Tamias speciosus frater,collector number=20035-B,230,United States,California,1886.4072,"Crane Flat, Yosemite National Park",8-Jun-03,tissue (frozen); whole organism (frozen),37.75515,-119.80015,not recorded,M
MVZ:Mamm:202717,Tamias speciosus frater,collector number=20035-C,230,United States,California,1886.4072,"Crane Flat, Yosemite National Park",8-Jun-03,tissue (frozen); whole organism (frozen),37.75515,-119.80015,not recorded,M
MVZ:Mamm:202730,Tamias speciosus frater,collector number=41-D,105,United States,California,1900,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:220066,Tamias speciosus frater,collector number=23506,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",2-Aug-07,skull; tissue (95% ethanol); study skin,37.64537,-119.41978,female,M
MVZ:Mamm:220067,Tamias speciosus frater,collector number=23507,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",2-Aug-07,skull; tissue (95% ethanol); baculum; study skin,37.64537,-119.41978,male,M
MVZ:Mamm:220028,Tamias speciosus frater,collector number=23432,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",21-Jul-07,skull; study skin; tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:220052,Tamias speciosus frater,collector number=23463,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",24-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:220084,Tamias speciosus frater,collector number=23578,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",8-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:220087,Tamias speciosus frater,collector number=23591,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",9-Aug-07,tissue (95% ethanol),37.64537,-119.41978,female,M
MVZ:Mamm:220068,Tamias speciosus frater,collector number=23508,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",2-Aug-07,tissue (95% ethanol),37.64537,-119.41978,male,M
MVZ:Mamm:220036,Tamias speciosus frater,collector number=23441,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:216352,Tamias speciosus frater,collector number=22365,,United States,California,3013.8624,"Upper Return Creek, Virginia Canyon, Yosemite National Park",30-Jul-05,skull; DNA (frozen); baculum; study skin; tissue (95% ethanol),38.06129,-119.33899,male,M
MVZ:Mamm:202732,Tamias speciosus frater,collector number=41-F,105,United States,California,1900,"Crane Flat, Yosemite National Park",9-Jun-03,tissue (frozen); whole organism (frozen),37.75731,-119.80131,not recorded,M
MVZ:Mamm:202751,Tamias speciosus frater,collector number=20078-A,208,United States,California,1899,"Crane Flat Campground, Yosemite National Park",10-Jun-03,tissue (frozen); whole organism (frozen),37.74597,-119.7993,not recorded,M
MVZ:Mamm:216339,Tamias speciosus frater,collector number=22371,,United States,California,2691.384,"Juniper Ridge, Tuolumne Meadows, Yosemite National Park",2-Aug-05,skull; tissue (95% ethanol); study skin,37.88325,-119.3605,female,M
MVZ:Mamm:201458,Tamias speciosus frater,collector number=20075,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",10-Jun-03,skull; tissue (frozen); DNA; tissue (95% ethanol); baculum; study skin,37.75139,-119.79149,male,M
MVZ:Mamm:201461,Tamias speciosus frater,collector number=20084,330,United States,California,1923.5928,"Crane Flat, Yosemite National Park",11-Jun-03,skull; tissue (frozen); tissue (frozen) sample; study skin; tissue (95% ethanol); DNA,37.75139,-119.79149,female,M
MVZ:Mamm:201474,Tamias speciosus frater,collector number=20166,230,United States,California,2159.508,"0.7 mi W Mono Meadow trail head, Yosemite National Park",10-Jul-03,skull; tissue (frozen); tissue (95% ethanol); DNA; study skin,37.66792,-119.59743,male,M
MVZ:Mamm:201483,Tamias speciosus frater,collector number=20140,230,United States,California,2350.008,"S end Pothole Meadows, Yosemite National Park",8-Jul-03,skull; tissue (frozen); study skin; DNA (frozen); tissue (95% ethanol); baculum; tissue (95% ethanol) sample,37.69924,-119.58647,male,M
MVZ:Mamm:201488,Tamias speciosus frater,collector number=20206,230,United States,California,2258.2632,"0.2 mi W Summit Meadow, Yosemite National Park",12-Jul-03,skull; tissue (frozen); study skin; DNA (frozen); tissue (95% ethanol); baculum; tissue (95% ethanol) sample,37.67152,-119.65707,male,M
MVZ:Mamm:201555,Tamias speciosus frater,collector number=155,61,United States,California,2392.68,"Glen Aulin, Yosemite National Park",11-Aug-03,skull; tissue (95% ethanol); study skin; tissue (95% ethanol) sample,37.91042,-119.41607,female,M
MVZ:Mamm:201559,Tamias speciosus frater,collector number=20458,230,United States,California,2496.312,"McGee Lake, Yosemite National Park",11-Aug-03,skull; tissue (95% ethanol); baculum; study skin,37.9007,-119.43205,male,M
MVZ:Mamm:216332,Tamias speciosus frater,collector number=137,205,United States,California,2863.596,"Dorothy Lake, Yosemite National Park",18-Aug-05,skull; DNA (frozen); tissue (95% ethanol); study skin,38.17061,-119.5946,female,M
MVZ:Mamm:216325,Tamias speciosus frater,collector number=1710,207,United States,California,1898,"Crane Flat, Yosemite National Park",27-May-05,skull; tissue (frozen); study skin; DNA,37.75817,-119.80033,female,M
MVZ:Mamm:201513,Tamias speciosus frater,collector number=127,106,United States,California,3121.152,"upper Lyell Canyon, Yosemite National Park",30-Jul-03,skull; tissue (95% ethanol); DNA; study skin,37.7672,-119.25723,female,M
MVZ:Mamm:201535,Tamias speciosus frater,collector number=20389,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,male,M
MVZ:Mamm:201538,Tamias speciosus frater,collector number=20392,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:201518,Tamias speciosus frater,collector number=20346,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",5-Aug-03,skull; tissue (95% ethanol); study skin; tissue (95% ethanol) sample,37.91355,-119.42225,female,M
MVZ:Mamm:201540,Tamias speciosus frater,collector number=20394,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:201542,Tamias speciosus frater,collector number=20396,230,United States,California,2412.1872,"Glen Aulin, Yosemite National Park",6-Aug-03,skull; postcranial skeleton; tissue (95% ethanol),37.91355,-119.42225,female,M
MVZ:Mamm:207243,Tamias speciosus frater,collector number=21181,251,United States,California,2484.12,"3.8 mi E White Wolf entrance on Hwy.120, Yosemite National Park",27-Jun-04,skull; tissue (frozen); study skin; tissue (95% ethanol),37.83979,-119.59254,female,M
MVZ:Mamm:201475,Tamias speciosus frater,collector number=20167,230,United States,California,2159.508,"0.7 mi W Mono Meadow trail head, Yosemite National Park",10-Jul-03,skull; tissue (frozen); tissue (95% ethanol); DNA; study skin,37.66792,-119.59743,female,M
MVZ:Mamm:217198,Tamias speciosus frater,collector number=22729,,United States,California,2941.32,"Buckeye Pass, Yosemite National Park",1-Aug-06,skull; study skin; tissue (95% ethanol),38.13027,-119.47916,female,M
MVZ:Mamm:220051,Tamias speciosus frater,collector number=23460,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",23-Jul-07,tissue (95% ethanol),37.84117,-119.41206,female,M
MVZ:Mamm:201564,Tamias speciosus frater,collector number=20464,230,United States,California,2496.312,"McGee Lake, Yosemite National Park",12-Aug-03,skull; study skin; tissue (95% ethanol),37.9007,-119.43205,male,M
MVZ:Mamm:207260,Tamias speciosus frater,collector number=21236,251,United States,California,3160.4712,"E end Fletcher Lake, Yosemite National Park",12-Jul-04,skull; tissue (95% ethanol); DNA; study skin,37.79778,-119.33617,female,M
MVZ:Mamm:217197,Tamias speciosus frater,collector number=22716,,United States,California,2941.32,"Buckeye Pass, Yosemite National Park",30-Jul-06,skull; tissue (95% ethanol); baculum; study skin,38.13027,-119.47916,male,M
MVZ:Mamm:220073,Tamias speciosus frater,collector number=23548,,United States,California,2970.276,"Lower Ottaway Lake, Yosemite National Park",5-Aug-07,tissue (95% ethanol),37.64537,-119.41978,female,M
MVZ:Mamm:220038,Tamias speciosus frater,collector number=23443,,United States,California,2984.6016,"Upper Cathedral Lake, Yosemite National Park",22-Jul-07,tissue (95% ethanol),37.84117,-119.41206,male,M
MVZ:Mamm:201468,Tamias speciosus frater,collector number=906,230,United States,California,2106.168,"3 mi E (by road) Crane Flat, Yosemite National Park",14-Jun-03,skull; tissue (frozen); study skin,37.75775,-119.7699,female,M
